"country","year","gender","age","rank_permanent_inc","nobs_res_1yr_log_chg_by_skill","p9050_res_1yr_log_chg_by_skill","p5010_res_1yr_log_chg_by_skill","p9010_res_1yr_log_chg_by_skill"
"AUS",2012,"Male","25-55",40,56977,0.21418348,0.21844059,0.4326241
"AUS",2012,"Male","25-55",42.5,56977,0.21113919,0.2141539,0.42529309
"AUS",2012,"Male","25-55",45,56977,0.20628791,0.21202751,0.41831541
"AUS",2012,"Male","25-55",47.5,56977,0.20473549,0.208379,0.41311449
"AUS",2012,"Male","25-55",50,56977,0.20154679,0.2077875,0.4093343
"AUS",2012,"Male","25-55",52.5,56978,0.19363248,0.19737241,0.39100489
"AUS",2012,"Male","25-55",55,56977,0.1953038,0.19975451,0.3950583
"AUS",2012,"Male","25-55",57.5,56977,0.18636291,0.1973425,0.38370541
"AUS",2012,"Male","25-55",60,56977,0.18743539,0.1926325,0.38006788
"AUS",2012,"Male","25-55",62.5,56977,0.1808233,0.19207449,0.3728978
"AUS",2012,"Male","25-55",65,56977,0.1822774,0.1841287,0.36640608
"AUS",2012,"Male","25-55",67.5,56978,0.17848291,0.1904926,0.36897552
"AUS",2012,"Male","25-55",70,56977,0.17748371,0.1953149,0.37279862
"AUS",2012,"Male","25-55",72.5,56977,0.1798228,0.1943505,0.37417328
"AUS",2012,"Male","25-55",75,56977,0.17714329,0.1928778,0.3700211
"AUS",2012,"Male","25-55",77.5,56977,0.1826843,0.1942836,0.37696791
"AUS",2012,"Male","25-55",80,56977,0.1787295,0.19303989,0.3717694
"AUS",2012,"Male","25-55",82.5,56977,0.183211,0.19753331,0.38074431
"AUS",2012,"Male","25-55",85,56978,0.1854994,0.20466669,0.3901661
"AUS",2012,"Male","25-55",87.5,56977,0.1883287,0.21524321,0.4035719
"AUS",2012,"Male","25-55",90,56977,0.18998741,0.2199807,0.40996811
"AUS",2012,"Male","25-55",92.5,56977,0.1938656,0.22862831,0.4224939
"AUS",2012,"Male","25-55",95,56977,0.2019977,0.24394941,0.44594711
"AUS",2012,"Male","25-55",97.5,56977,0.20447609,0.2639432,0.46841931
"AUS",2012,"Male","25-55",99,34187,0.22102168,0.3044934,0.52551508
"AUS",2012,"Male","25-55",99.9,20511,0.2761032,0.40635207,0.6824553
"AUS",2012,"Male","25-55",100,2279,0.29590699,0.54421508,0.8401221
"AUS",2012,"Male","35-44",2.5,24219,0.76773757,0.48776269,1.2555003
"AUS",2012,"Male","35-44",5,24218,0.59902507,0.46831089,1.067336
"AUS",2012,"Male","35-44",7.5,24218,0.4938778,0.43108171,0.92495954
"AUS",2012,"Male","35-44",10,24218,0.41764641,0.3696866,0.78733301
"AUS",2012,"Male","35-44",12.5,24218,0.35597581,0.3236655,0.67964131
"AUS",2012,"Male","35-44",15,24219,0.32633018,0.29100999,0.61734021
"AUS",2012,"Male","35-44",17.5,24218,0.28469008,0.2790108,0.56370091
"AUS",2012,"Male","35-44",20,24218,0.2709741,0.2550984,0.5260725
"AUS",2012,"Male","35-44",22.5,24218,0.24787322,0.2346807,0.4825539
"AUS",2012,"Male","35-44",25,24218,0.23230271,0.232878,0.4651807
"AUS",2012,"Male","35-44",27.5,24227,0.22864032,0.224613,0.45325333
"AUS",2012,"Male","35-44",30,24211,0.21864758,0.21493681,0.43358439
"AUS",2012,"Male","35-44",32.5,24217,0.21328509,0.2142166,0.42750168
"AUS",2012,"Male","35-44",35,24218,0.20734081,0.20794721,0.41528803
"AUS",2012,"Male","35-44",37.5,24218,0.201694,0.20108069,0.40277469
"AUS",2012,"Male","35-44",40,24218,0.1957992,0.20208681,0.39788598
"AUS",2012,"Male","35-44",42.5,24218,0.1919301,0.2027296,0.3946597
"AUS",2012,"Male","35-44",45,24219,0.1925126,0.20219141,0.39470398
"AUS",2012,"Male","35-44",47.5,24218,0.1872571,0.18948029,0.37673739
"AUS",2012,"Male","35-44",50,24218,0.1827319,0.19729321,0.38002509
"AUS",2012,"Male","35-44",52.5,24218,0.1811914,0.19296579,0.37415719
"AUS",2012,"Male","35-44",55,24218,0.1736131,0.179267,0.35288012
"AUS",2012,"Male","35-44",57.5,24219,0.1685048,0.18527409,0.3537789
"AUS",2012,"Male","35-44",60,24218,0.168605,0.18332291,0.35192791
"AUS",2012,"Male","35-44",62.5,24218,0.16644439,0.1811972,0.34764159
"AUS",2012,"Male","35-44",65,24218,0.1692916,0.17789191,0.34718353
"AUS",2012,"Male","35-44",67.5,24218,0.1664398,0.17922419,0.34566399
"AUS",2012,"Male","35-44",70,24218,0.16350859,0.1850109,0.3485195
"AUS",2012,"Male","35-44",72.5,24219,0.16658039,0.18651,0.35309041
"AUS",2012,"Male","35-44",75,24218,0.16905859,0.18747729,0.35653591
"AUS",2012,"Male","35-44",77.5,24218,0.1720168,0.18532959,0.35734642
"AUS",2012,"Male","35-44",80,24218,0.1689557,0.1856205,0.3545762
"AUS",2012,"Male","35-44",82.5,24218,0.1769489,0.1898495,0.3667984
"AUS",2012,"Male","35-44",85,24218,0.17747959,0.2023225,0.37980211
"AUS",2012,"Male","35-44",87.5,24219,0.1784142,0.2104851,0.3888993
"AUS",2012,"Male","35-44",90,24218,0.18336919,0.21314031,0.3965095
"AUS",2012,"Male","35-44",92.5,24218,0.18980139,0.2192657,0.40906709
"AUS",2012,"Male","35-44",95,24218,0.1928267,0.2353629,0.42818961
"AUS",2012,"Male","35-44",97.5,24218,0.20178391,0.27032802,0.47211191
"AUS",2012,"Male","35-44",99,14531,0.22348031,0.30731368,0.53079402
"AUS",2012,"Male","35-44",99.9,8719,0.28377682,0.3963539,0.68013072
"AUS",2012,"Male","35-44",100,968,0.29847252,0.58429891,0.88277143
"AUS",2012,"Male","45-55",2.5,13481,0.69110841,0.39802909,1.0891376
"AUS",2012,"Male","45-55",5,13481,0.52292347,0.40452701,0.92745048
"AUS",2012,"Male","45-55",7.5,13480,0.44601542,0.36297047,0.80898589
"AUS",2012,"Male","45-55",10,13481,0.3765012,0.30674702,0.68324816
"AUS",2012,"Male","45-55",12.5,13480,0.29384398,0.2810258,0.57486981
"AUS",2012,"Male","45-55",15,13481,0.2697432,0.24093559,0.51067877
"AUS",2012,"Male","45-55",17.5,13480,0.24872881,0.22123919,0.46996802
"AUS",2012,"Male","45-55",20,13481,0.2214313,0.2186747,0.440106
"AUS",2012,"Male","45-55",22.5,13480,0.20871499,0.21338949,0.42210448
"AUS",2012,"Male","45-55",25,13481,0.2008293,0.1886006,0.3894299
"AUS",2012,"Male","45-55",27.5,13480,0.18732741,0.1972371,0.38456452
"AUS",2012,"Male","45-55",30,13481,0.1830354,0.18632309,0.36935848
"AUS",2012,"Male","45-55",32.5,13480,0.18109809,0.1828312,0.36392927
"AUS",2012,"Male","45-55",35,13481,0.17438321,0.20156039,0.3759436
"AUS",2012,"Male","45-55",37.5,13480,0.16961929,0.18933871,0.35895801
"AUS",2012,"Male","45-55",40,13481,0.1718905,0.18043739,0.35232788
"AUS",2012,"Male","45-55",42.5,13480,0.1640088,0.18315931,0.34716809
"AUS",2012,"Male","45-55",45,13481,0.16158849,0.1800997,0.34168822
"AUS",2012,"Male","45-55",47.5,13480,0.15590291,0.1809441,0.33684701
"AUS",2012,"Male","45-55",50,13481,0.16164109,0.18923651,0.35087758
"AUS",2012,"Male","45-55",52.5,13481,0.15944239,0.1841168,0.34355921
"AUS",2012,"Male","45-55",55,13480,0.15083469,0.17530079,0.32613549
"AUS",2012,"Male","45-55",57.5,13481,0.15310389,0.18185011,0.33495399
"AUS",2012,"Male","45-55",60,13480,0.15796919,0.1694231,0.32739228
"AUS",2012,"Male","45-55",62.5,13481,0.1483324,0.1679205,0.31625289
"AUS",2012,"Male","45-55",65,13480,0.1462139,0.1566488,0.3028627
"AUS",2012,"Male","45-55",67.5,13481,0.1419826,0.15989399,0.3018766
"AUS",2012,"Male","45-55",70,13481,0.14288349,0.17316841,0.3160519
"AUS",2012,"Male","45-55",72.5,13480,0.14971079,0.1821554,0.3318662
"AUS",2012,"Male","45-55",75,13480,0.14290351,0.1760205,0.31892401
"AUS",2012,"Male","45-55",77.5,13481,0.1547056,0.1758167,0.3305223
"AUS",2012,"Male","45-55",80,13480,0.15334108,0.18175489,0.335096
"AUS",2012,"Male","45-55",82.5,13481,0.15585449,0.19132911,0.34718359
"AUS",2012,"Male","45-55",85,13480,0.165851,0.18942061,0.35527161
"AUS",2012,"Male","45-55",87.5,13481,0.1689468,0.20897371,0.37792051
"AUS",2012,"Male","45-55",90,13480,0.1671823,0.2082106,0.37539291
"AUS",2012,"Male","45-55",92.5,13481,0.1763324,0.21871141,0.39504379
"AUS",2012,"Male","45-55",95,13480,0.1899531,0.2491269,0.43908
"AUS",2012,"Male","45-55",97.5,13481,0.19847681,0.28169209,0.48016891
"AUS",2012,"Male","45-55",99,8088,0.2353117,0.32930592,0.56461763
"AUS",2012,"Male","45-55",99.9,4853,0.28425971,0.4114635,0.69572318
"AUS",2012,"Male","45-55",100,539,0.1532132,0.52025247,0.67346567
"AUS",2013,"Male","25-34",2.5,19820,0.86811411,0.57290691,1.4410211
"AUS",2013,"Male","25-34",5,19820,0.714674,0.5518651,1.2665391
"AUS",2013,"Male","25-34",7.5,19820,0.62908471,0.51037002,1.1394547
"AUS",2013,"Male","25-34",10,19819,0.55023867,0.50595593,1.0561945
"AUS",2013,"Male","25-34",12.5,19820,0.5055666,0.45965892,0.96522552
"AUS",2013,"Male","25-34",15,19820,0.44027537,0.42383522,0.86411059
"AUS",2013,"Male","25-34",17.5,19820,0.404717,0.3886309,0.7933479
"AUS",2013,"Male","25-34",20,19819,0.37204841,0.36820981,0.74025822
"AUS",2013,"Male","25-34",22.5,19820,0.36471251,0.35055721,0.71526968
"AUS",2013,"Male","25-34",25,19820,0.32557002,0.33265778,0.6582278
"AUS",2013,"Male","25-34",27.5,19819,0.30347449,0.31292301,0.6163975
"AUS",2013,"Male","25-34",30,19820,0.29376158,0.31097829,0.6047399
"AUS",2013,"Male","25-34",32.5,19820,0.2911551,0.28504258,0.57619768
"AUS",2013,"Male","25-34",35,19820,0.26488417,0.27385652,0.53874069
"AUS",2013,"Male","25-34",37.5,19819,0.25841248,0.26003429,0.5184468
"AUS",2013,"Male","25-34",40,19820,0.25020489,0.2659395,0.51614439
"AUS",2013,"Male","25-34",42.5,19820,0.24127081,0.24422351,0.48549432
"AUS",2013,"Male","25-34",45,19820,0.23925781,0.25465989,0.4939177
"AUS",2013,"Male","25-34",47.5,19819,0.23054221,0.2412677,0.47180992
"AUS",2013,"Male","25-34",50,19820,0.23395202,0.23489,0.46884203
"AUS",2013,"Male","25-34",52.5,19820,0.22106072,0.2436491,0.46470982
"AUS",2013,"Male","25-34",55,19819,0.2160908,0.2264967,0.44258749
"AUS",2013,"Male","25-34",57.5,19820,0.2119956,0.23155871,0.44355431
"AUS",2013,"Male","25-34",60,19820,0.20909899,0.2285603,0.43765929
"AUS",2013,"Male","25-34",62.5,19820,0.20865071,0.2275379,0.43618861
"AUS",2013,"Male","25-34",65,19819,0.1987707,0.22344831,0.42221901
"AUS",2013,"Male","25-34",67.5,19820,0.20762822,0.2248807,0.43250892
"AUS",2013,"Male","25-34",70,19820,0.20133099,0.2130774,0.41440839
"AUS",2013,"Male","25-34",72.5,19820,0.19728038,0.2130608,0.4103412
"AUS",2013,"Male","25-34",75,19819,0.1991244,0.2204608,0.41958517
"AUS",2013,"Male","25-34",77.5,19820,0.2010031,0.2182063,0.41920942
"AUS",2013,"Male","25-34",80,19820,0.20253921,0.21949941,0.42203861
"AUS",2013,"Male","25-34",82.5,19819,0.20553589,0.22798809,0.43352401
"AUS",2013,"Male","25-34",85,19820,0.20258608,0.23130511,0.43389118
"AUS",2013,"Male","25-34",87.5,19820,0.2125677,0.2413004,0.45386809
"AUS",2013,"Male","25-34",90,19820,0.2102136,0.24501941,0.45523301
"AUS",2013,"Male","25-34",92.5,19819,0.21804351,0.25433922,0.47238272
"AUS",2013,"Male","25-34",95,19820,0.21947211,0.27524459,0.4947167
"AUS",2013,"Male","25-34",97.5,19820,0.22333579,0.29088581,0.51422161
"AUS",2013,"Male","25-34",99,11892,0.22906032,0.3142449,0.54330522
"AUS",2013,"Male","25-34",99.9,7135,0.2679891,0.36976928,0.63775837
"AUS",2013,"Male","25-34",100,792,0.39894339,0.6218648,1.0208082
"AUS",2013,"Male","25-55",2.5,57846,0.78651559,0.47998691,1.2665025
"AUS",2013,"Male","25-55",5,57845,0.62859488,0.47642052,1.1050154
"AUS",2013,"Male","25-55",7.5,57845,0.52269781,0.43473241,0.95743018
"AUS",2013,"Male","25-55",10,57846,0.44014397,0.39897999,0.83912396
"AUS",2013,"Male","25-55",12.5,57845,0.38599432,0.3457956,0.73178995
"AUS",2013,"Male","25-55",15,57845,0.3431769,0.31795591,0.66113281
"AUS",2013,"Male","25-55",17.5,57846,0.3041546,0.29691929,0.60107392
"AUS",2013,"Male","25-55",20,57845,0.28780979,0.28088328,0.5686931
"AUS",2013,"Male","25-55",22.5,57845,0.26619929,0.26476622,0.53096551
"AUS",2013,"Male","25-55",25,57846,0.25478211,0.26142609,0.51620817
"AUS",2013,"Male","25-55",27.5,57845,0.2402638,0.2453443,0.4856081
"AUS",2013,"Male","25-55",30,57845,0.23328279,0.2390165,0.47229928
"AUS",2013,"Male","25-55",32.5,57846,0.22213569,0.2385004,0.46063608
"AUS",2013,"Male","25-55",35,57845,0.22038251,0.23487729,0.4552598
"AUS",2013,"Male","25-55",37.5,57845,0.21136878,0.22601371,0.43738249
"AUS",2013,"Male","25-55",40,57846,0.2044093,0.22193649,0.42634583
"AUS",2013,"Male","25-55",42.5,57845,0.20062208,0.2211803,0.4218024
"AUS",2013,"Male","25-55",45,57845,0.1923261,0.2131961,0.4055222
"AUS",2013,"Male","25-55",47.5,57846,0.19523878,0.21074221,0.405981
"AUS",2013,"Male","25-55",50,57845,0.191113,0.21058451,0.40169752
"AUS",2013,"Male","25-55",52.5,57845,0.189317,0.20549649,0.39481348
"AUS",2013,"Male","25-55",55,57846,0.1829057,0.2033311,0.38623679
"AUS",2013,"Male","25-55",57.5,57845,0.17962739,0.2006028,0.38023019
"AUS",2013,"Male","25-55",60,57845,0.1753189,0.19661361,0.37193251
"AUS",2013,"Male","25-55",62.5,57846,0.17488179,0.19796249,0.37284428
"AUS",2013,"Male","25-55",65,57845,0.1723147,0.19678178,0.36909649
"AUS",2013,"Male","25-55",67.5,57845,0.1707135,0.19796491,0.36867839
"AUS",2013,"Male","25-55",70,57846,0.17228599,0.20033211,0.37261808
"AUS",2013,"Male","25-55",72.5,57845,0.16923559,0.1960552,0.36529079
"AUS",2013,"Male","25-55",75,57845,0.1742204,0.2006395,0.3748599
"AUS",2013,"Male","25-55",77.5,57846,0.17564879,0.20117331,0.37682211
"AUS",2013,"Male","25-55",80,57846,0.1788041,0.2031876,0.38199168
"AUS",2013,"Male","25-55",82.5,57844,0.17967479,0.21513191,0.39480668
"AUS",2013,"Male","25-55",85,57846,0.18197179,0.22090521,0.402877
"AUS",2013,"Male","25-55",87.5,57845,0.18689549,0.22658941,0.4134849
"AUS",2013,"Male","25-55",90,57845,0.19157261,0.23518661,0.42675921
"AUS",2013,"Male","25-55",92.5,57846,0.19586959,0.2375243,0.4333939
"AUS",2013,"Male","25-55",95,57845,0.1992805,0.26074931,0.46002978
"AUS",2013,"Male","25-55",97.5,57845,0.2105668,0.28332138,0.4938882
"AUS",2013,"Male","25-55",99,34707,0.23432028,0.3184014,0.55272168
"AUS",2013,"Male","25-55",99.9,20825,0.28153831,0.4030042,0.68454254
"AUS",2013,"Male","25-55",100,2313,0.3234804,0.45804149,0.78152192
"AUS",2013,"Male","35-44",2.5,24438,0.73154819,0.47673389,1.2082821
"AUS",2013,"Male","35-44",5,24438,0.57621229,0.4628273,1.0390396
"AUS",2013,"Male","35-44",7.5,24438,0.4872655,0.42147812,0.90874362
"AUS",2013,"Male","35-44",10,24438,0.39396602,0.37529629,0.76926231
"AUS",2013,"Male","35-44",12.5,24438,0.34860709,0.31955731,0.66816437
"AUS",2013,"Male","35-44",15,24438,0.3070811,0.29524308,0.60232419
"AUS",2013,"Male","35-44",17.5,24438,0.27121329,0.27580699,0.54702032
"AUS",2013,"Male","35-44",20,24438,0.25319749,0.26710752,0.52030498
"AUS",2013,"Male","35-44",22.5,24438,0.235864,0.24507,0.48093399
"AUS",2013,"Male","35-44",25,24438,0.21745062,0.24083829,0.45828891
"AUS",2013,"Male","35-44",27.5,24438,0.2121653,0.22460631,0.4367716
"AUS",2013,"Male","35-44",30,24438,0.2012495,0.2214265,0.422676
"AUS",2013,"Male","35-44",32.5,24438,0.19615731,0.21737109,0.41352838
"AUS",2013,"Male","35-44",35,24438,0.1877217,0.21686479,0.40458649
"AUS",2013,"Male","35-44",37.5,24438,0.1893867,0.2091179,0.39850461
"AUS",2013,"Male","35-44",40,24438,0.18290891,0.2053089,0.38821781
"AUS",2013,"Male","35-44",42.5,24438,0.1792365,0.20801771,0.38725421
"AUS",2013,"Male","35-44",45,24438,0.1775576,0.2048949,0.38245249
"AUS",2013,"Male","35-44",47.5,24438,0.174776,0.1995398,0.3743158
"AUS",2013,"Male","35-44",50,24438,0.1704023,0.19694939,0.36735171
"AUS",2013,"Male","35-44",52.5,24439,0.1702242,0.1923641,0.36258829
"AUS",2013,"Male","35-44",55,24437,0.1646737,0.195612,0.3602857
"AUS",2013,"Male","35-44",57.5,24438,0.16499841,0.1906319,0.35563031
"AUS",2013,"Male","35-44",60,24438,0.1638502,0.1845715,0.34842169
"AUS",2013,"Male","35-44",62.5,24438,0.1583301,0.1872739,0.345604
"AUS",2013,"Male","35-44",65,24438,0.15679529,0.18340741,0.34020269
"AUS",2013,"Male","35-44",67.5,24438,0.1567481,0.1811336,0.33788168
"AUS",2013,"Male","35-44",70,24438,0.15519419,0.19336021,0.3485544
"AUS",2013,"Male","35-44",72.5,24438,0.15615641,0.185174,0.34133041
"AUS",2013,"Male","35-44",75,24438,0.16463809,0.1942908,0.35892889
"AUS",2013,"Male","35-44",77.5,24438,0.1592167,0.19262999,0.35184669
"AUS",2013,"Male","35-44",80,24438,0.16812401,0.19596709,0.3640911
"AUS",2013,"Male","35-44",82.5,24438,0.16891301,0.2039586,0.37287158
"AUS",2013,"Male","35-44",85,24438,0.17388959,0.2111306,0.3850202
"AUS",2013,"Male","35-44",87.5,24438,0.18111929,0.21854311,0.39966241
"AUS",2013,"Male","35-44",90,24438,0.1840397,0.23175171,0.41579139
"AUS",2013,"Male","35-44",92.5,24438,0.18720621,0.2234928,0.41069901
"AUS",2013,"Male","35-44",95,24438,0.1906628,0.2457087,0.43637151
"AUS",2013,"Male","35-44",97.5,24438,0.20868708,0.26737139,0.47605848
"AUS",2013,"Male","35-44",99,14663,0.23293328,0.31008792,0.5430212
"AUS",2013,"Male","35-44",99.9,8798,0.2908411,0.40570718,0.69654828
"AUS",2013,"Male","35-44",100,977,0.34623101,0.4610388,0.80726981
"AUS",2013,"Male","45-55",2.5,13588,0.70111549,0.40500599,1.1061215
"AUS",2013,"Male","45-55",5,13588,0.53193665,0.41289139,0.94482803
"AUS",2013,"Male","45-55",7.5,13587,0.4197455,0.37741971,0.79716516
"AUS",2013,"Male","45-55",10,13588,0.340354,0.32307059,0.66342461
"AUS",2013,"Male","45-55",12.5,13587,0.30028629,0.29358411,0.5938704
"AUS",2013,"Male","45-55",15,13588,0.2488499,0.25774851,0.50659841
"AUS",2013,"Male","45-55",17.5,13588,0.2206009,0.23482239,0.4554233
"AUS",2013,"Male","45-55",20,13587,0.20333782,0.2154187,0.41875651
"AUS",2013,"Male","45-55",22.5,13588,0.200519,0.2181662,0.4186852
"AUS",2013,"Male","45-55",25,13587,0.1918965,0.20502409,0.39692059
"AUS",2013,"Male","45-55",27.5,13588,0.1818338,0.2061058,0.3879396
"AUS",2013,"Male","45-55",30,13588,0.1805829,0.1908503,0.3714332
"AUS",2013,"Male","45-55",32.5,13587,0.17141479,0.1996233,0.37103808
"AUS",2013,"Male","45-55",35,13588,0.16743341,0.1970897,0.36452311
"AUS",2013,"Male","45-55",37.5,13587,0.16954699,0.1983334,0.3678804
"AUS",2013,"Male","45-55",40,13588,0.1594983,0.19418649,0.35368478
"AUS",2013,"Male","45-55",42.5,13588,0.1575329,0.19274679,0.35027969
"AUS",2013,"Male","45-55",45,13587,0.1489599,0.1922376,0.34119749
"AUS",2013,"Male","45-55",47.5,13588,0.14600509,0.1854849,0.33148998
"AUS",2013,"Male","45-55",50,13587,0.1554137,0.1840141,0.3394278
"AUS",2013,"Male","45-55",52.5,13588,0.1492307,0.1895535,0.33878422
"AUS",2013,"Male","45-55",55,13588,0.15174569,0.1831973,0.334943
"AUS",2013,"Male","45-55",57.5,13587,0.14068779,0.18044481,0.3211326
"AUS",2013,"Male","45-55",60,13588,0.1411895,0.183226,0.3244155
"AUS",2013,"Male","45-55",62.5,13587,0.13322631,0.166888,0.3001143
"AUS",2013,"Male","45-55",65,13588,0.14049999,0.1871537,0.32765371
"AUS",2013,"Male","45-55",67.5,13588,0.13130879,0.1765821,0.30789089
"AUS",2013,"Male","45-55",70,13587,0.14352629,0.19164249,0.33516878
"AUS",2013,"Male","45-55",72.5,13588,0.13874699,0.1936412,0.33238819
"AUS",2013,"Male","45-55",75,13587,0.14029551,0.1820845,0.32238001
"AUS",2013,"Male","45-55",77.5,13588,0.1442607,0.1930043,0.33726501
"AUS",2013,"Male","45-55",80,13588,0.1497592,0.1934104,0.3431696
"AUS",2013,"Male","45-55",82.5,13587,0.150793,0.21075501,0.36154801
"AUS",2013,"Male","45-55",85,13588,0.15443569,0.21858451,0.3730202
"AUS",2013,"Male","45-55",87.5,13587,0.16526049,0.22167531,0.3869358
"AUS",2013,"Male","45-55",90,13588,0.1646724,0.22756469,0.3922371
"AUS",2013,"Male","45-55",92.5,13588,0.17658,0.25298259,0.4295626
"AUS",2013,"Male","45-55",95,13587,0.18411751,0.27232429,0.45644182
"AUS",2013,"Male","45-55",97.5,13588,0.2121128,0.29783121,0.50994396
"AUS",2013,"Male","45-55",99,8152,0.23591371,0.34178132,0.57769501
"AUS",2013,"Male","45-55",99.9,4892,0.29519281,0.42718461,0.72237742
"AUS",2013,"Male","45-55",100,543,0.1504598,0.43693689,0.58739668
"AUS",2014,"Male","25-34",2.5,20259,0.86319518,0.55522096,1.4184161
"AUS",2014,"Male","25-34",5,20258,0.7375201,0.52929801,1.266818
"AUS",2014,"Male","25-34",7.5,20258,0.64845026,0.50465214,1.1531024
"AUS",2014,"Male","25-34",10,20259,0.56373966,0.45037383,1.0141134
"AUS",2014,"Male","25-34",12.5,20258,0.52563846,0.4366678,0.96230626
"AUS",2014,"Male","25-34",15,20258,0.4794386,0.40912172,0.8885603
"AUS",2014,"Male","25-34",17.5,20259,0.4274818,0.36595359,0.79343539
"AUS",2014,"Male","25-34",20,20258,0.37153789,0.35185272,0.72339058
"AUS",2014,"Male","25-34",22.5,20258,0.3642067,0.3292881,0.6934948
"AUS",2014,"Male","25-34",25,20258,0.34787399,0.3005051,0.64837909
"AUS",2014,"Male","25-34",27.5,20259,0.32618779,0.31216079,0.63834858
"AUS",2014,"Male","25-34",30,20258,0.29818201,0.2763814,0.57456338
"AUS",2014,"Male","25-34",32.5,20258,0.28521442,0.27741098,0.56262541
"AUS",2014,"Male","25-34",35,20259,0.27367479,0.25831908,0.53199387
"AUS",2014,"Male","25-34",37.5,20258,0.2580466,0.25779989,0.51584649
"AUS",2014,"Male","25-34",40,20258,0.25910312,0.25525221,0.5143553
"AUS",2014,"Male","25-34",42.5,20259,0.24629131,0.2428215,0.48911279
"AUS",2014,"Male","25-34",45,20258,0.23715641,0.24091271,0.47806913
"AUS",2014,"Male","25-34",47.5,20258,0.23432189,0.23582458,0.47014648
"AUS",2014,"Male","25-34",50,20258,0.22973059,0.2272801,0.45701069
"AUS",2014,"Male","25-34",52.5,20259,0.2267299,0.22698671,0.45371661
"AUS",2014,"Male","25-34",55,20258,0.22400232,0.22369319,0.44769549
"AUS",2014,"Male","25-34",57.5,20258,0.21682379,0.22569109,0.4425149
"AUS",2014,"Male","25-34",60,20259,0.21403481,0.2223369,0.43637171
"AUS",2014,"Male","25-34",62.5,20258,0.21285439,0.21932518,0.43217957
"AUS",2014,"Male","25-34",65,20258,0.2037259,0.2210785,0.42480439
"AUS",2014,"Male","25-34",67.5,20259,0.20475958,0.2243595,0.42911908
"AUS",2014,"Male","25-34",70,20258,0.20699719,0.2155403,0.42253751
"AUS",2014,"Male","25-34",72.5,20258,0.2065534,0.21515861,0.42171198
"AUS",2014,"Male","25-34",75,20258,0.2070692,0.22419019,0.43125939
"AUS",2014,"Male","25-34",77.5,20259,0.19587971,0.23240851,0.42828822
"AUS",2014,"Male","25-34",80,20258,0.20568219,0.223537,0.42921919
"AUS",2014,"Male","25-34",82.5,20258,0.21067591,0.23912671,0.44980264
"AUS",2014,"Male","25-34",85,20259,0.21053632,0.25117421,0.46171051
"AUS",2014,"Male","25-34",87.5,20258,0.21677749,0.2580047,0.47478217
"AUS",2014,"Male","25-34",90,20258,0.21606331,0.2823815,0.4984448
"AUS",2014,"Male","25-34",92.5,20259,0.22324689,0.29069909,0.513946
"AUS",2014,"Male","25-34",95,20258,0.2289564,0.3224633,0.55141973
"AUS",2014,"Male","25-34",97.5,20258,0.2267158,0.34419289,0.57090867
"AUS",2014,"Male","25-34",99,12155,0.2304038,0.36505392,0.59545767
"AUS",2014,"Male","25-34",99.9,7293,0.2520051,0.42291182,0.67491692
"AUS",2014,"Male","25-34",100,810,0.35630327,0.6009565,0.95725977
"AUS",2014,"Male","25-55",2.5,58781,0.80783498,0.462901,1.270736
"AUS",2014,"Male","25-55",5,58781,0.64212888,0.4559167,1.0980456
"AUS",2014,"Male","25-55",7.5,58780,0.53660786,0.41309249,0.94970036
"AUS",2014,"Male","25-55",10,58781,0.45368692,0.35728639,0.81097329
"AUS",2014,"Male","25-55",12.5,58780,0.3950597,0.3249194,0.71997911
"AUS",2014,"Male","25-55",15,58781,0.35151672,0.3026194,0.65413612
"AUS",2014,"Male","25-55",17.5,58780,0.3167637,0.28434122,0.60110492
"AUS",2014,"Male","25-55",20,58781,0.2886374,0.2637639,0.5524013
"AUS",2014,"Male","25-55",22.5,58780,0.26863071,0.2541464,0.52277708
"AUS",2014,"Male","25-55",25,58781,0.25963891,0.24445449,0.50409341
"AUS",2014,"Male","25-55",27.5,58780,0.24772109,0.24200191,0.489723
"AUS",2014,"Male","25-55",30,58781,0.23941121,0.23764399,0.47705519
"AUS",2014,"Male","25-55",32.5,58780,0.2333075,0.22768129,0.46098879
"AUS",2014,"Male","25-55",35,58781,0.221259,0.22927201,0.45053101
"AUS",2014,"Male","25-55",37.5,58780,0.2198346,0.21707019,0.43690479
"AUS",2014,"Male","25-55",40,58781,0.20948599,0.2110676,0.42055359
"AUS",2014,"Male","25-55",42.5,58780,0.20836991,0.21217909,0.42054901
"AUS",2014,"Male","25-55",45,58781,0.19718792,0.2070827,0.40427062
"AUS",2014,"Male","25-55",47.5,58780,0.19689599,0.2064648,0.40336078
"AUS",2014,"Male","25-55",50,58782,0.19459961,0.20243239,0.39703202
"AUS",2014,"Male","25-55",52.5,58780,0.1894028,0.20006199,0.3894648
"AUS",2014,"Male","25-55",55,58780,0.1886763,0.19787841,0.38655472
"AUS",2014,"Male","25-55",57.5,58781,0.1868161,0.19912261,0.3859387
"AUS",2014,"Male","25-55",60,58780,0.1798318,0.19105341,0.37088519
"AUS",2014,"Male","25-55",62.5,58781,0.1792739,0.19966909,0.378943
"AUS",2014,"Male","25-55",65,58780,0.17711478,0.19293031,0.3700451
"AUS",2014,"Male","25-55",67.5,58782,0.1759641,0.19737479,0.37333888
