"","date","series","value"
"2155",2002-07-10,"Cash Rate Target",4.75
"2156",2002-07-11,"Cash Rate Target",4.75
"2157",2002-07-12,"Cash Rate Target",4.75
"2158",2002-07-15,"Cash Rate Target",4.75
"2159",2002-07-16,"Cash Rate Target",4.75
"2160",2002-07-17,"Cash Rate Target",4.75
"2161",2002-07-18,"Cash Rate Target",4.75
"2162",2002-07-19,"Cash Rate Target",4.75
"2163",2002-07-22,"Cash Rate Target",4.75
"2164",2002-07-23,"Cash Rate Target",4.75
"2165",2002-07-24,"Cash Rate Target",4.75
"2166",2002-07-25,"Cash Rate Target",4.75
"2167",2002-07-26,"Cash Rate Target",4.75
"2168",2002-07-29,"Cash Rate Target",4.75
"2169",2002-07-30,"Cash Rate Target",4.75
"2170",2002-07-31,"Cash Rate Target",4.75
"2171",2002-08-01,"Cash Rate Target",4.75
"2172",2002-08-02,"Cash Rate Target",4.75
"2173",2002-08-05,"Cash Rate Target",4.75
"2174",2002-08-06,"Cash Rate Target",4.75
"2175",2002-08-07,"Cash Rate Target",4.75
"2176",2002-08-08,"Cash Rate Target",4.75
"2177",2002-08-09,"Cash Rate Target",4.75
"2178",2002-08-12,"Cash Rate Target",4.75
"2179",2002-08-13,"Cash Rate Target",4.75
"2180",2002-08-14,"Cash Rate Target",4.75
"2181",2002-08-15,"Cash Rate Target",4.75
"2182",2002-08-16,"Cash Rate Target",4.75
"2183",2002-08-19,"Cash Rate Target",4.75
"2184",2002-08-20,"Cash Rate Target",4.75
"2185",2002-08-21,"Cash Rate Target",4.75
"2186",2002-08-22,"Cash Rate Target",4.75
"2187",2002-08-23,"Cash Rate Target",4.75
"2188",2002-08-26,"Cash Rate Target",4.75
"2189",2002-08-27,"Cash Rate Target",4.75
"2190",2002-08-28,"Cash Rate Target",4.75
"2191",2002-08-29,"Cash Rate Target",4.75
"2192",2002-08-30,"Cash Rate Target",4.75
"2193",2002-09-02,"Cash Rate Target",4.75
"2194",2002-09-03,"Cash Rate Target",4.75
"2195",2002-09-04,"Cash Rate Target",4.75
"2196",2002-09-05,"Cash Rate Target",4.75
"2197",2002-09-06,"Cash Rate Target",4.75
"2198",2002-09-09,"Cash Rate Target",4.75
"2199",2002-09-10,"Cash Rate Target",4.75
"2200",2002-09-11,"Cash Rate Target",4.75
"2201",2002-09-12,"Cash Rate Target",4.75
"2202",2002-09-13,"Cash Rate Target",4.75
"2203",2002-09-16,"Cash Rate Target",4.75
"2204",2002-09-17,"Cash Rate Target",4.75
"2205",2002-09-18,"Cash Rate Target",4.75
"2206",2002-09-19,"Cash Rate Target",4.75
"2207",2002-09-20,"Cash Rate Target",4.75
"2208",2002-09-23,"Cash Rate Target",4.75
"2209",2002-09-24,"Cash Rate Target",4.75
"2210",2002-09-25,"Cash Rate Target",4.75
"2211",2002-09-26,"Cash Rate Target",4.75
"2212",2002-09-27,"Cash Rate Target",4.75
"2213",2002-09-30,"Cash Rate Target",4.75
"2214",2002-10-01,"Cash Rate Target",4.75
"2215",2002-10-02,"Cash Rate Target",4.75
"2216",2002-10-03,"Cash Rate Target",4.75
"2217",2002-10-04,"Cash Rate Target",4.75
"2218",2002-10-07,"Cash Rate Target",4.75
"2219",2002-10-08,"Cash Rate Target",4.75
"2220",2002-10-09,"Cash Rate Target",4.75
"2221",2002-10-10,"Cash Rate Target",4.75
"2222",2002-10-11,"Cash Rate Target",4.75
"2223",2002-10-14,"Cash Rate Target",4.75
"2224",2002-10-15,"Cash Rate Target",4.75
"2225",2002-10-16,"Cash Rate Target",4.75
"2226",2002-10-17,"Cash Rate Target",4.75
"2227",2002-10-18,"Cash Rate Target",4.75
"2228",2002-10-21,"Cash Rate Target",4.75
"2229",2002-10-22,"Cash Rate Target",4.75
"2230",2002-10-23,"Cash Rate Target",4.75
"2231",2002-10-24,"Cash Rate Target",4.75
"2232",2002-10-25,"Cash Rate Target",4.75
"2233",2002-10-28,"Cash Rate Target",4.75
"2234",2002-10-29,"Cash Rate Target",4.75
"2235",2002-10-30,"Cash Rate Target",4.75
"2236",2002-10-31,"Cash Rate Target",4.75
"2237",2002-11-01,"Cash Rate Target",4.75
"2238",2002-11-04,"Cash Rate Target",4.75
"2239",2002-11-05,"Cash Rate Target",4.75
"2240",2002-11-06,"Cash Rate Target",4.75
"2241",2002-11-07,"Cash Rate Target",4.75
"2242",2002-11-08,"Cash Rate Target",4.75
"2243",2002-11-11,"Cash Rate Target",4.75
"2244",2002-11-12,"Cash Rate Target",4.75
"2245",2002-11-13,"Cash Rate Target",4.75
"2246",2002-11-14,"Cash Rate Target",4.75
"2247",2002-11-15,"Cash Rate Target",4.75
"2248",2002-11-18,"Cash Rate Target",4.75
"2249",2002-11-19,"Cash Rate Target",4.75
"2250",2002-11-20,"Cash Rate Target",4.75
"2251",2002-11-21,"Cash Rate Target",4.75
"2252",2002-11-22,"Cash Rate Target",4.75
"2253",2002-11-25,"Cash Rate Target",4.75
"2254",2002-11-26,"Cash Rate Target",4.75
"2255",2002-11-27,"Cash Rate Target",4.75
"2256",2002-11-28,"Cash Rate Target",4.75
"2257",2002-11-29,"Cash Rate Target",4.75
"2258",2002-12-02,"Cash Rate Target",4.75
"2259",2002-12-03,"Cash Rate Target",4.75
"2260",2002-12-04,"Cash Rate Target",4.75
"2261",2002-12-05,"Cash Rate Target",4.75
"2262",2002-12-06,"Cash Rate Target",4.75
"2263",2002-12-09,"Cash Rate Target",4.75
"2264",2002-12-10,"Cash Rate Target",4.75
"2265",2002-12-11,"Cash Rate Target",4.75
"2266",2002-12-12,"Cash Rate Target",4.75
"2267",2002-12-13,"Cash Rate Target",4.75
"2268",2002-12-16,"Cash Rate Target",4.75
"2269",2002-12-17,"Cash Rate Target",4.75
"2270",2002-12-18,"Cash Rate Target",4.75
"2271",2002-12-19,"Cash Rate Target",4.75
"2272",2002-12-20,"Cash Rate Target",4.75
"2273",2002-12-23,"Cash Rate Target",4.75
"2274",2002-12-24,"Cash Rate Target",4.75
"2275",2002-12-27,"Cash Rate Target",4.75
"2276",2002-12-30,"Cash Rate Target",4.75
"2277",2002-12-31,"Cash Rate Target",4.75
"2278",2003-01-02,"Cash Rate Target",4.75
"2279",2003-01-03,"Cash Rate Target",4.75
"2280",2003-01-06,"Cash Rate Target",4.75
"2281",2003-01-07,"Cash Rate Target",4.75
"2282",2003-01-08,"Cash Rate Target",4.75
"2283",2003-01-09,"Cash Rate Target",4.75
"2284",2003-01-10,"Cash Rate Target",4.75
"2285",2003-01-13,"Cash Rate Target",4.75
"2286",2003-01-14,"Cash Rate Target",4.75
"2287",2003-01-15,"Cash Rate Target",4.75
"2288",2003-01-16,"Cash Rate Target",4.75
"2289",2003-01-17,"Cash Rate Target",4.75
"2290",2003-01-20,"Cash Rate Target",4.75
"2291",2003-01-21,"Cash Rate Target",4.75
"2292",2003-01-22,"Cash Rate Target",4.75
"2293",2003-01-23,"Cash Rate Target",4.75
"2294",2003-01-24,"Cash Rate Target",4.75
"2295",2003-01-28,"Cash Rate Target",4.75
"2296",2003-01-29,"Cash Rate Target",4.75
"2297",2003-01-30,"Cash Rate Target",4.75
"2298",2003-01-31,"Cash Rate Target",4.75
"2299",2003-02-03,"Cash Rate Target",4.75
"2300",2003-02-04,"Cash Rate Target",4.75
"2301",2003-02-05,"Cash Rate Target",4.75
"2302",2003-02-06,"Cash Rate Target",4.75
"2303",2003-02-07,"Cash Rate Target",4.75
"2304",2003-02-10,"Cash Rate Target",4.75
"2305",2003-02-11,"Cash Rate Target",4.75
"2306",2003-02-12,"Cash Rate Target",4.75
"2307",2003-02-13,"Cash Rate Target",4.75
"2308",2003-02-14,"Cash Rate Target",4.75
"2309",2003-02-17,"Cash Rate Target",4.75
"2310",2003-02-18,"Cash Rate Target",4.75
"2311",2003-02-19,"Cash Rate Target",4.75
"2312",2003-02-20,"Cash Rate Target",4.75
"2313",2003-02-21,"Cash Rate Target",4.75
"2314",2003-02-24,"Cash Rate Target",4.75
"2315",2003-02-25,"Cash Rate Target",4.75
"2316",2003-02-26,"Cash Rate Target",4.75
"2317",2003-02-27,"Cash Rate Target",4.75
"2318",2003-02-28,"Cash Rate Target",4.75
"2319",2003-03-03,"Cash Rate Target",4.75
"2320",2003-03-04,"Cash Rate Target",4.75
"2321",2003-03-05,"Cash Rate Target",4.75
"2322",2003-03-06,"Cash Rate Target",4.75
"2323",2003-03-07,"Cash Rate Target",4.75
"2324",2003-03-10,"Cash Rate Target",4.75
"2325",2003-03-11,"Cash Rate Target",4.75
"2326",2003-03-12,"Cash Rate Target",4.75
"2327",2003-03-13,"Cash Rate Target",4.75
"2328",2003-03-14,"Cash Rate Target",4.75
"2329",2003-03-17,"Cash Rate Target",4.75
"2330",2003-03-18,"Cash Rate Target",4.75
"2331",2003-03-19,"Cash Rate Target",4.75
"2332",2003-03-20,"Cash Rate Target",4.75
"2333",2003-03-21,"Cash Rate Target",4.75
"2334",2003-03-24,"Cash Rate Target",4.75
"2335",2003-03-25,"Cash Rate Target",4.75
"2336",2003-03-26,"Cash Rate Target",4.75
"2337",2003-03-27,"Cash Rate Target",4.75
"2338",2003-03-28,"Cash Rate Target",4.75
"2339",2003-03-31,"Cash Rate Target",4.75
"2340",2003-04-01,"Cash Rate Target",4.75
"2341",2003-04-02,"Cash Rate Target",4.75
"2342",2003-04-03,"Cash Rate Target",4.75
"2343",2003-04-04,"Cash Rate Target",4.75
"2344",2003-04-07,"Cash Rate Target",4.75
"2345",2003-04-08,"Cash Rate Target",4.75
"2346",2003-04-09,"Cash Rate Target",4.75
"2347",2003-04-10,"Cash Rate Target",4.75
"2348",2003-04-11,"Cash Rate Target",4.75
"2349",2003-04-14,"Cash Rate Target",4.75
"2350",2003-04-15,"Cash Rate Target",4.75
"2351",2003-04-16,"Cash Rate Target",4.75
"2352",2003-04-17,"Cash Rate Target",4.75
"2353",2003-04-22,"Cash Rate Target",4.75
"2354",2003-04-23,"Cash Rate Target",4.75
"2355",2003-04-24,"Cash Rate Target",4.75
"2356",2003-04-28,"Cash Rate Target",4.75
"2357",2003-04-29,"Cash Rate Target",4.75
"2358",2003-04-30,"Cash Rate Target",4.75
"2359",2003-05-01,"Cash Rate Target",4.75
"2360",2003-05-02,"Cash Rate Target",4.75
"2361",2003-05-05,"Cash Rate Target",4.75
"2362",2003-05-06,"Cash Rate Target",4.75
"2363",2003-05-07,"Cash Rate Target",4.75
"2364",2003-05-08,"Cash Rate Target",4.75
"2365",2003-05-09,"Cash Rate Target",4.75
"2366",2003-05-12,"Cash Rate Target",4.75
"2367",2003-05-13,"Cash Rate Target",4.75
"2368",2003-05-14,"Cash Rate Target",4.75
"2369",2003-05-15,"Cash Rate Target",4.75
"2370",2003-05-16,"Cash Rate Target",4.75
"2371",2003-05-19,"Cash Rate Target",4.75
"2372",2003-05-20,"Cash Rate Target",4.75
"2373",2003-05-21,"Cash Rate Target",4.75
"2374",2003-05-22,"Cash Rate Target",4.75
"2375",2003-05-23,"Cash Rate Target",4.75
"2376",2003-05-26,"Cash Rate Target",4.75
"2377",2003-05-27,"Cash Rate Target",4.75
"2378",2003-05-28,"Cash Rate Target",4.75
"2379",2003-05-29,"Cash Rate Target",4.75
"2380",2003-05-30,"Cash Rate Target",4.75
"2381",2003-06-02,"Cash Rate Target",4.75
"2382",2003-06-03,"Cash Rate Target",4.75
"2383",2003-06-04,"Cash Rate Target",4.75
"2384",2003-06-05,"Cash Rate Target",4.75
"2385",2003-06-06,"Cash Rate Target",4.75
"2386",2003-06-10,"Cash Rate Target",4.75
"2387",2003-06-11,"Cash Rate Target",4.75
"2388",2003-06-12,"Cash Rate Target",4.75
"2389",2003-06-13,"Cash Rate Target",4.75
"2390",2003-06-16,"Cash Rate Target",4.75
"2391",2003-06-17,"Cash Rate Target",4.75
"2392",2003-06-18,"Cash Rate Target",4.75
"2393",2003-06-19,"Cash Rate Target",4.75
"2394",2003-06-20,"Cash Rate Target",4.75
"2395",2003-06-23,"Cash Rate Target",4.75
"2396",2003-06-24,"Cash Rate Target",4.75
"2397",2003-06-25,"Cash Rate Target",4.75
"2398",2003-06-26,"Cash Rate Target",4.75
"2399",2003-06-27,"Cash Rate Target",4.75
"2400",2003-06-30,"Cash Rate Target",4.75
"2401",2003-07-01,"Cash Rate Target",4.75
"2402",2003-07-02,"Cash Rate Target",4.75
"2403",2003-07-03,"Cash Rate Target",4.75
"2404",2003-07-04,"Cash Rate Target",4.75
"2405",2003-07-07,"Cash Rate Target",4.75
"2406",2003-07-08,"Cash Rate Target",4.75
"2407",2003-07-09,"Cash Rate Target",4.75
"2408",2003-07-10,"Cash Rate Target",4.75
"2409",2003-07-11,"Cash Rate Target",4.75
"2410",2003-07-14,"Cash Rate Target",4.75
"2411",2003-07-15,"Cash Rate Target",4.75
"2412",2003-07-16,"Cash Rate Target",4.75
"2413",2003-07-17,"Cash Rate Target",4.75
"2414",2003-07-18,"Cash Rate Target",4.75
"2415",2003-07-21,"Cash Rate Target",4.75
"2416",2003-07-22,"Cash Rate Target",4.75
"2417",2003-07-23,"Cash Rate Target",4.75
"2418",2003-07-24,"Cash Rate Target",4.75
"2419",2003-07-25,"Cash Rate Target",4.75
"2420",2003-07-28,"Cash Rate Target",4.75
"2421",2003-07-29,"Cash Rate Target",4.75
"2422",2003-07-30,"Cash Rate Target",4.75
"2423",2003-07-31,"Cash Rate Target",4.75
"2424",2003-08-01,"Cash Rate Target",4.75
"2425",2003-08-04,"Cash Rate Target",4.75
"2426",2003-08-05,"Cash Rate Target",4.75
"2427",2003-08-06,"Cash Rate Target",4.75
"2428",2003-08-07,"Cash Rate Target",4.75
"2429",2003-08-08,"Cash Rate Target",4.75
"2430",2003-08-11,"Cash Rate Target",4.75
"2431",2003-08-12,"Cash Rate Target",4.75
"2432",2003-08-13,"Cash Rate Target",4.75
"2433",2003-08-14,"Cash Rate Target",4.75
"2434",2003-08-15,"Cash Rate Target",4.75
"2435",2003-08-18,"Cash Rate Target",4.75
"2436",2003-08-19,"Cash Rate Target",4.75
"2437",2003-08-20,"Cash Rate Target",4.75
"2438",2003-08-21,"Cash Rate Target",4.75
"2439",2003-08-22,"Cash Rate Target",4.75
"2440",2003-08-25,"Cash Rate Target",4.75
"2441",2003-08-26,"Cash Rate Target",4.75
"2442",2003-08-27,"Cash Rate Target",4.75
"2443",2003-08-28,"Cash Rate Target",4.75
"2444",2003-08-29,"Cash Rate Target",4.75
"2445",2003-09-01,"Cash Rate Target",4.75
"2446",2003-09-02,"Cash Rate Target",4.75
"2447",2003-09-03,"Cash Rate Target",4.75
"2448",2003-09-04,"Cash Rate Target",4.75
"2449",2003-09-05,"Cash Rate Target",4.75
"2450",2003-09-08,"Cash Rate Target",4.75
"2451",2003-09-09,"Cash Rate Target",4.75
"2452",2003-09-10,"Cash Rate Target",4.75
"2453",2003-09-11,"Cash Rate Target",4.75
"2454",2003-09-12,"Cash Rate Target",4.75
"2455",2003-09-15,"Cash Rate Target",4.75
"2456",2003-09-16,"Cash Rate Target",4.75
"2457",2003-09-17,"Cash Rate Target",4.75
"2458",2003-09-18,"Cash Rate Target",4.75
"2459",2003-09-19,"Cash Rate Target",4.75
"2460",2003-09-22,"Cash Rate Target",4.75
"2461",2003-09-23,"Cash Rate Target",4.75
"2462",2003-09-24,"Cash Rate Target",4.75
"2463",2003-09-25,"Cash Rate Target",4.75
"2464",2003-09-26,"Cash Rate Target",4.75
"2465",2003-09-29,"Cash Rate Target",4.75
"2466",2003-09-30,"Cash Rate Target",4.75
"2467",2003-10-01,"Cash Rate Target",4.75
"2468",2003-10-02,"Cash Rate Target",4.75
"2469",2003-10-03,"Cash Rate Target",4.75
"2470",2003-10-06,"Cash Rate Target",4.75
"2471",2003-10-07,"Cash Rate Target",4.75
"2472",2003-10-08,"Cash Rate Target",4.75
"2473",2003-10-09,"Cash Rate Target",4.75
"2474",2003-10-10,"Cash Rate Target",4.75
"2475",2003-10-13,"Cash Rate Target",4.75
"2476",2003-10-14,"Cash Rate Target",4.75
"2477",2003-10-15,"Cash Rate Target",4.75
"2478",2003-10-16,"Cash Rate Target",4.75
"2479",2003-10-17,"Cash Rate Target",4.75
"2480",2003-10-20,"Cash Rate Target",4.75
"2481",2003-10-21,"Cash Rate Target",4.75
"2482",2003-10-22,"Cash Rate Target",4.75
"2483",2003-10-23,"Cash Rate Target",4.75
"2484",2003-10-24,"Cash Rate Target",4.75
"2485",2003-10-27,"Cash Rate Target",4.75
"2486",2003-10-28,"Cash Rate Target",4.75
"2487",2003-10-29,"Cash Rate Target",4.75
"2488",2003-10-30,"Cash Rate Target",4.75
"2489",2003-10-31,"Cash Rate Target",4.75
"2490",2003-11-03,"Cash Rate Target",4.75
"2491",2003-11-04,"Cash Rate Target",4.75
"2492",2003-11-05,"Cash Rate Target",5
"2493",2003-11-06,"Cash Rate Target",5
"2494",2003-11-07,"Cash Rate Target",5
"2495",2003-11-10,"Cash Rate Target",5
"2496",2003-11-11,"Cash Rate Target",5
"2497",2003-11-12,"Cash Rate Target",5
"2498",2003-11-13,"Cash Rate Target",5
"2499",2003-11-14,"Cash Rate Target",5
"2500",2003-11-17,"Cash Rate Target",5
"2501",2003-11-18,"Cash Rate Target",5
"2502",2003-11-19,"Cash Rate Target",5
"2503",2003-11-20,"Cash Rate Target",5
"2504",2003-11-21,"Cash Rate Target",5
"2505",2003-11-24,"Cash Rate Target",5
"2506",2003-11-25,"Cash Rate Target",5
"2507",2003-11-26,"Cash Rate Target",5
"2508",2003-11-27,"Cash Rate Target",5
"2509",2003-11-28,"Cash Rate Target",5
"2510",2003-12-01,"Cash Rate Target",5
"2511",2003-12-02,"Cash Rate Target",5
"2512",2003-12-03,"Cash Rate Target",5.25
"2513",2003-12-04,"Cash Rate Target",5.25
"2514",2003-12-05,"Cash Rate Target",5.25
"2515",2003-12-08,"Cash Rate Target",5.25
"2516",2003-12-09,"Cash Rate Target",5.25
"2517",2003-12-10,"Cash Rate Target",5.25
"2518",2003-12-11,"Cash Rate Target",5.25
"2519",2003-12-12,"Cash Rate Target",5.25
"2520",2003-12-15,"Cash Rate Target",5.25
"2521",2003-12-16,"Cash Rate Target",5.25
"2522",2003-12-17,"Cash Rate Target",5.25
"2523",2003-12-18,"Cash Rate Target",5.25
"2524",2003-12-19,"Cash Rate Target",5.25
"2525",2003-12-22,"Cash Rate Target",5.25
"2526",2003-12-23,"Cash Rate Target",5.25
"2527",2003-12-24,"Cash Rate Target",5.25
"2528",2003-12-29,"Cash Rate Target",5.25
"2529",2003-12-30,"Cash Rate Target",5.25
"2530",2003-12-31,"Cash Rate Target",5.25
"2531",2004-01-02,"Cash Rate Target",5.25
"2532",2004-01-05,"Cash Rate Target",5.25
"2533",2004-01-06,"Cash Rate Target",5.25
"2534",2004-01-07,"Cash Rate Target",5.25
"2535",2004-01-08,"Cash Rate Target",5.25
"2536",2004-01-09,"Cash Rate Target",5.25
"2537",2004-01-12,"Cash Rate Target",5.25
"2538",2004-01-13,"Cash Rate Target",5.25
"2539",2004-01-14,"Cash Rate Target",5.25
"2540",2004-01-15,"Cash Rate Target",5.25
"2541",2004-01-16,"Cash Rate Target",5.25
"2542",2004-01-19,"Cash Rate Target",5.25
"2543",2004-01-20,"Cash Rate Target",5.25
"2544",2004-01-21,"Cash Rate Target",5.25
"2545",2004-01-22,"Cash Rate Target",5.25
"2546",2004-01-23,"Cash Rate Target",5.25
"2547",2004-01-27,"Cash Rate Target",5.25
"2548",2004-01-28,"Cash Rate Target",5.25
"2549",2004-01-29,"Cash Rate Target",5.25
"2550",2004-01-30,"Cash Rate Target",5.25
"2551",2004-02-02,"Cash Rate Target",5.25
"2552",2004-02-03,"Cash Rate Target",5.25
"2553",2004-02-04,"Cash Rate Target",5.25
"2554",2004-02-05,"Cash Rate Target",5.25
"2555",2004-02-06,"Cash Rate Target",5.25
"2556",2004-02-09,"Cash Rate Target",5.25
"2557",2004-02-10,"Cash Rate Target",5.25
"2558",2004-02-11,"Cash Rate Target",5.25
"2559",2004-02-12,"Cash Rate Target",5.25
"2560",2004-02-13,"Cash Rate Target",5.25
"2561",2004-02-16,"Cash Rate Target",5.25
"2562",2004-02-17,"Cash Rate Target",5.25
"2563",2004-02-18,"Cash Rate Target",5.25
"2564",2004-02-19,"Cash Rate Target",5.25
"2565",2004-02-20,"Cash Rate Target",5.25
"2566",2004-02-23,"Cash Rate Target",5.25
"2567",2004-02-24,"Cash Rate Target",5.25
"2568",2004-02-25,"Cash Rate Target",5.25
"2569",2004-02-26,"Cash Rate Target",5.25
"2570",2004-02-27,"Cash Rate Target",5.25
"2571",2004-03-01,"Cash Rate Target",5.25
"2572",2004-03-02,"Cash Rate Target",5.25
"2573",2004-03-03,"Cash Rate Target",5.25
"2574",2004-03-04,"Cash Rate Target",5.25
"2575",2004-03-05,"Cash Rate Target",5.25
"2576",2004-03-08,"Cash Rate Target",5.25
"2577",2004-03-09,"Cash Rate Target",5.25
"2578",2004-03-10,"Cash Rate Target",5.25
"2579",2004-03-11,"Cash Rate Target",5.25
"2580",2004-03-12,"Cash Rate Target",5.25
"2581",2004-03-15,"Cash Rate Target",5.25
"2582",2004-03-16,"Cash Rate Target",5.25
"2583",2004-03-17,"Cash Rate Target",5.25
"2584",2004-03-18,"Cash Rate Target",5.25
"2585",2004-03-19,"Cash Rate Target",5.25
"2586",2004-03-22,"Cash Rate Target",5.25
"2587",2004-03-23,"Cash Rate Target",5.25
"2588",2004-03-24,"Cash Rate Target",5.25
"2589",2004-03-25,"Cash Rate Target",5.25
"2590",2004-03-26,"Cash Rate Target",5.25
"2591",2004-03-29,"Cash Rate Target",5.25
"2592",2004-03-30,"Cash Rate Target",5.25
"2593",2004-03-31,"Cash Rate Target",5.25
"2594",2004-04-01,"Cash Rate Target",5.25
"2595",2004-04-02,"Cash Rate Target",5.25
"2596",2004-04-05,"Cash Rate Target",5.25
"2597",2004-04-06,"Cash Rate Target",5.25
"2598",2004-04-07,"Cash Rate Target",5.25
"2599",2004-04-08,"Cash Rate Target",5.25
"2600",2004-04-13,"Cash Rate Target",5.25
"2601",2004-04-14,"Cash Rate Target",5.25
"2602",2004-04-15,"Cash Rate Target",5.25
"2603",2004-04-16,"Cash Rate Target",5.25
"2604",2004-04-19,"Cash Rate Target",5.25
"2605",2004-04-20,"Cash Rate Target",5.25
"2606",2004-04-21,"Cash Rate Target",5.25
"2607",2004-04-22,"Cash Rate Target",5.25
"2608",2004-04-23,"Cash Rate Target",5.25
"2609",2004-04-26,"Cash Rate Target",5.25
"2610",2004-04-27,"Cash Rate Target",5.25
"2611",2004-04-28,"Cash Rate Target",5.25
"2612",2004-04-29,"Cash Rate Target",5.25
"2613",2004-04-30,"Cash Rate Target",5.25
"2614",2004-05-03,"Cash Rate Target",5.25
"2615",2004-05-04,"Cash Rate Target",5.25
"2616",2004-05-05,"Cash Rate Target",5.25
"2617",2004-05-06,"Cash Rate Target",5.25
"2618",2004-05-07,"Cash Rate Target",5.25
"2619",2004-05-10,"Cash Rate Target",5.25
"2620",2004-05-11,"Cash Rate Target",5.25
"2621",2004-05-12,"Cash Rate Target",5.25
"2622",2004-05-13,"Cash Rate Target",5.25
"2623",2004-05-14,"Cash Rate Target",5.25
"2624",2004-05-17,"Cash Rate Target",5.25
"2625",2004-05-18,"Cash Rate Target",5.25
"2626",2004-05-19,"Cash Rate Target",5.25
"2627",2004-05-20,"Cash Rate Target",5.25
"2628",2004-05-21,"Cash Rate Target",5.25
"2629",2004-05-24,"Cash Rate Target",5.25
"2630",2004-05-25,"Cash Rate Target",5.25
"2631",2004-05-26,"Cash Rate Target",5.25
"2632",2004-05-27,"Cash Rate Target",5.25
"2633",2004-05-28,"Cash Rate Target",5.25
"2634",2004-05-31,"Cash Rate Target",5.25
"2635",2004-06-01,"Cash Rate Target",5.25
"2636",2004-06-02,"Cash Rate Target",5.25
"2637",2004-06-03,"Cash Rate Target",5.25
"2638",2004-06-04,"Cash Rate Target",5.25
"2639",2004-06-07,"Cash Rate Target",5.25
"2640",2004-06-08,"Cash Rate Target",5.25
"2641",2004-06-09,"Cash Rate Target",5.25
"2642",2004-06-10,"Cash Rate Target",5.25
"2643",2004-06-11,"Cash Rate Target",5.25
"2644",2004-06-15,"Cash Rate Target",5.25
"2645",2004-06-16,"Cash Rate Target",5.25
"2646",2004-06-17,"Cash Rate Target",5.25
"2647",2004-06-18,"Cash Rate Target",5.25
"2648",2004-06-21,"Cash Rate Target",5.25
"2649",2004-06-22,"Cash Rate Target",5.25
"2650",2004-06-23,"Cash Rate Target",5.25
"2651",2004-06-24,"Cash Rate Target",5.25
"2652",2004-06-25,"Cash Rate Target",5.25
"2653",2004-06-28,"Cash Rate Target",5.25
"2654",2004-06-29,"Cash Rate Target",5.25
"2655",2004-06-30,"Cash Rate Target",5.25
"2656",2004-07-01,"Cash Rate Target",5.25
"2657",2004-07-02,"Cash Rate Target",5.25
"2658",2004-07-05,"Cash Rate Target",5.25
"2659",2004-07-06,"Cash Rate Target",5.25
"2660",2004-07-07,"Cash Rate Target",5.25
"2661",2004-07-08,"Cash Rate Target",5.25
"2662",2004-07-09,"Cash Rate Target",5.25
"2663",2004-07-12,"Cash Rate Target",5.25
"2664",2004-07-13,"Cash Rate Target",5.25
"2665",2004-07-14,"Cash Rate Target",5.25
"2666",2004-07-15,"Cash Rate Target",5.25
"2667",2004-07-16,"Cash Rate Target",5.25
"2668",2004-07-19,"Cash Rate Target",5.25
"2669",2004-07-20,"Cash Rate Target",5.25
